,period,stateDescription,sectorName,price,price-units
3384,2023-01,West Virginia,transportation,0.0,cents per kilowatt-hour
3387,2023-01,Wisconsin,industrial,8.23,cents per kilowatt-hour
3389,2023-01,Wisconsin,residential,16.17,cents per kilowatt-hour
3390,2023-01,Wisconsin,transportation,15.54,cents per kilowatt-hour
3393,2023-10,U.S. Total,industrial,8.01,cents per kilowatt-hour
3395,2023-10,U.S. Total,residential,16.48,cents per kilowatt-hour
3396,2023-10,U.S. Total,transportation,12.65,cents per kilowatt-hour
3399,2023-11,Alabama,industrial,7.47,cents per kilowatt-hour
3401,2023-11,Alabama,residential,14.98,cents per kilowatt-hour
3402,2023-11,Alabama,transportation,0.0,cents per kilowatt-hour
3405,2023-11,Alaska,industrial,20.37,cents per kilowatt-hour
3407,2023-11,Alaska,residential,24.13,cents per kilowatt-hour
3408,2023-11,Alaska,transportation,0.0,cents per kilowatt-hour
3411,2023-11,Arizona,industrial,8.05,cents per kilowatt-hour
3413,2023-11,Arizona,residential,14.55,cents per kilowatt-hour
3414,2023-11,Arizona,transportation,9.68,cents per kilowatt-hour
3417,2023-11,Arkansas,industrial,6.57,cents per kilowatt-hour
3418,2023-01,Nebraska,transportation,0.0,cents per kilowatt-hour
3421,2023-01,Nevada,industrial,11.06,cents per kilowatt-hour
3423,2023-01,Nevada,residential,16.8,cents per kilowatt-hour
3424,2023-01,Nevada,transportation,11.91,cents per kilowatt-hour
3427,2023-01,New Hampshire,industrial,17.24,cents per kilowatt-hour
3429,2023-01,New Hampshire,residential,31.68,cents per kilowatt-hour
3430,2023-01,New Hampshire,transportation,0.0,cents per kilowatt-hour
3432,2023-01,Oklahoma,residential,10.75,cents per kilowatt-hour
3433,2023-01,Oklahoma,transportation,0.0,cents per kilowatt-hour
3436,2023-01,Oregon,industrial,8.03,cents per kilowatt-hour
3438,2023-01,Oregon,residential,12.09,cents per kilowatt-hour
3439,2023-01,Oregon,transportation,11.16,cents per kilowatt-hour
3442,2023-01,Pennsylvania,industrial,8.48,cents per kilowatt-hour
3444,2023-01,Pennsylvania,residential,18.02,cents per kilowatt-hour
3445,2023-01,Pennsylvania,transportation,11.24,cents per kilowatt-hour
3448,2023-01,Rhode Island,industrial,21.84,cents per kilowatt-hour
3450,2023-01,Rhode Island,residential,28.94,cents per kilowatt-hour
3451,2023-01,Rhode Island,transportation,17.94,cents per kilowatt-hour
3454,2023-01,South Carolina,industrial,7.2,cents per kilowatt-hour
3456,2023-01,South Carolina,residential,13.58,cents per kilowatt-hour
3457,2023-01,South Carolina,transportation,0.0,cents per kilowatt-hour
3460,2023-01,South Dakota,industrial,7.79,cents per kilowatt-hour
3462,2023-01,South Dakota,residential,11.19,cents per kilowatt-hour
3463,2023-01,South Dakota,transportation,0.0,cents per kilowatt-hour
3465,2023-09,Indiana,industrial,7.69,cents per kilowatt-hour
3467,2023-09,Indiana,residential,14.1,cents per kilowatt-hour
3468,2023-09,Indiana,transportation,14.88,cents per kilowatt-hour
3471,2023-09,Iowa,industrial,8.22,cents per kilowatt-hour
3473,2023-09,Iowa,residential,14.12,cents per kilowatt-hour
3474,2023-09,Iowa,transportation,0.0,cents per kilowatt-hour
3477,2023-09,Kansas,industrial,7.22,cents per kilowatt-hour
3479,2023-09,Kansas,residential,13.2,cents per kilowatt-hour
3480,2023-09,Kansas,transportation,0.0,cents per kilowatt-hour
3481,2023-05,U.S. Total,industrial,7.64,cents per kilowatt-hour
3483,2023-05,U.S. Total,residential,16.14,cents per kilowatt-hour
3484,2023-05,U.S. Total,transportation,12.43,cents per kilowatt-hour
3485,2023-08,California,industrial,21.8,cents per kilowatt-hour
3487,2023-08,California,residential,29.97,cents per kilowatt-hour
3488,2023-08,California,transportation,13.83,cents per kilowatt-hour
3491,2023-08,Colorado,industrial,8.75,cents per kilowatt-hour
3493,2023-08,Colorado,residential,14.45,cents per kilowatt-hour
3494,2023-08,Colorado,transportation,13.96,cents per kilowatt-hour
3497,2023-08,Connecticut,industrial,15.9,cents per kilowatt-hour
3499,2023-08,Connecticut,residential,27.94,cents per kilowatt-hour
3500,2023-08,Connecticut,transportation,22.64,cents per kilowatt-hour
3503,2023-08,Delaware,industrial,8.09,cents per kilowatt-hour
3505,2023-08,Delaware,residential,15.66,cents per kilowatt-hour
3506,2023-08,Delaware,transportation,0.0,cents per kilowatt-hour
3509,2023-08,District of Columbia,industrial,10.95,cents per kilowatt-hour
3511,2023-08,District of Columbia,residential,16.48,cents per kilowatt-hour
3512,2023-08,District of Columbia,transportation,10.29,cents per kilowatt-hour
3515,2023-08,Florida,industrial,9.19,cents per kilowatt-hour
3517,2023-08,Florida,residential,14.89,cents per kilowatt-hour
3518,2023-08,Florida,transportation,10.82,cents per kilowatt-hour
3521,2023-08,Georgia,industrial,8.76,cents per kilowatt-hour
3523,2023-08,Georgia,residential,14.12,cents per kilowatt-hour
3524,2023-08,Georgia,transportation,9.68,cents per kilowatt-hour
3527,2023-08,Hawaii,industrial,31.74,cents per kilowatt-hour
3529,2023-08,Hawaii,residential,39.77,cents per kilowatt-hour
3530,2023-08,Hawaii,transportation,0.0,cents per kilowatt-hour
3533,2023-08,Idaho,industrial,8.13,cents per kilowatt-hour
3536,2023-11,Arkansas,residential,12.31,cents per kilowatt-hour
3537,2023-11,Arkansas,transportation,15.97,cents per kilowatt-hour
3540,2023-11,California,industrial,18.33,cents per kilowatt-hour
3542,2023-11,California,residential,29.54,cents per kilowatt-hour
3543,2023-11,California,transportation,13.56,cents per kilowatt-hour
3546,2023-11,Colorado,industrial,8.44,cents per kilowatt-hour
3548,2023-11,Colorado,residential,14.58,cents per kilowatt-hour
3549,2023-11,Colorado,transportation,13.16,cents per kilowatt-hour
3552,2023-11,Connecticut,industrial,15.22,cents per kilowatt-hour
3554,2023-11,Connecticut,residential,26.98,cents per kilowatt-hour
3555,2023-11,Connecticut,transportation,16.0,cents per kilowatt-hour
3558,2023-11,Delaware,industrial,8.0,cents per kilowatt-hour
3560,2023-11,Delaware,residential,17.22,cents per kilowatt-hour
3561,2023-11,Delaware,transportation,0.0,cents per kilowatt-hour
3564,2023-11,District of Columbia,industrial,10.33,cents per kilowatt-hour
3566,2023-11,District of Columbia,residential,16.99,cents per kilowatt-hour
3567,2023-11,District of Columbia,transportation,9.77,cents per kilowatt-hour
3570,2023-11,Florida,industrial,9.08,cents per kilowatt-hour
3572,2023-11,Florida,residential,15.37,cents per kilowatt-hour
3573,2023-11,Florida,transportation,11.38,cents per kilowatt-hour
3576,2023-11,Georgia,industrial,6.61,cents per kilowatt-hour
3578,2023-11,Georgia,residential,13.16,cents per kilowatt-hour
3579,2023-11,Georgia,transportation,6.23,cents per kilowatt-hour
3582,2023-11,Hawaii,industrial,36.28,cents per kilowatt-hour
3584,2023-11,Hawaii,residential,43.53,cents per kilowatt-hour
3585,2023-11,Hawaii,transportation,0.0,cents per kilowatt-hour
3588,2023-11,Idaho,industrial,6.53,cents per kilowatt-hour
3590,2023-11,Idaho,residential,11.48,cents per kilowatt-hour
3591,2023-11,Idaho,transportation,0.0,cents per kilowatt-hour
3594,2023-11,Illinois,industrial,8.19,cents per kilowatt-hour
3596,2023-11,Illinois,residential,15.65,cents per kilowatt-hour
3597,2023-11,Illinois,transportation,5.53,cents per kilowatt-hour
3601,2023-09,Kentucky,industrial,6.37,cents per kilowatt-hour
3603,2023-09,Kentucky,residential,12.61,cents per kilowatt-hour
3604,2023-09,Kentucky,transportation,0.0,cents per kilowatt-hour
3607,2023-08,Idaho,residential,11.56,cents per kilowatt-hour
3608,2023-08,Idaho,transportation,0.0,cents per kilowatt-hour
3611,2023-08,Illinois,industrial,8.38,cents per kilowatt-hour
3613,2023-08,Illinois,residential,13.74,cents per kilowatt-hour
3614,2023-08,Illinois,transportation,6.51,cents per kilowatt-hour
3617,2023-08,Indiana,industrial,8.1,cents per kilowatt-hour
3619,2023-08,Indiana,residential,14.17,cents per kilowatt-hour
3620,2023-08,Indiana,transportation,14.01,cents per kilowatt-hour
3623,2023-08,Iowa,industrial,8.59,cents per kilowatt-hour
3625,2023-08,Iowa,residential,15.17,cents per kilowatt-hour
3626,2023-08,Iowa,transportation,0.0,cents per kilowatt-hour
3629,2023-08,Kansas,industrial,7.61,cents per kilowatt-hour
3631,2023-08,Kansas,residential,13.35,cents per kilowatt-hour
3632,2023-08,Kansas,transportation,0.0,cents per kilowatt-hour
3635,2023-08,Kentucky,industrial,6.6,cents per kilowatt-hour
3637,2023-08,Kentucky,residential,12.33,cents per kilowatt-hour
3638,2023-08,Kentucky,transportation,0.0,cents per kilowatt-hour
3641,2023-08,Louisiana,industrial,5.33,cents per kilowatt-hour
3643,2023-08,Louisiana,residential,11.06,cents per kilowatt-hour
3644,2023-08,Louisiana,transportation,10.85,cents per kilowatt-hour
3648,2023-08,Alaska,residential,25.14,cents per kilowatt-hour
3649,2023-08,Alaska,transportation,0.0,cents per kilowatt-hour
3650,2023-03,South Carolina,industrial,6.31,cents per kilowatt-hour
3652,2023-03,South Carolina,residential,13.83,cents per kilowatt-hour
3653,2023-03,South Carolina,transportation,0.0,cents per kilowatt-hour
3656,2023-03,South Dakota,industrial,7.85,cents per kilowatt-hour
3658,2023-03,South Dakota,residential,11.41,cents per kilowatt-hour
3659,2023-03,South Dakota,transportation,0.0,cents per kilowatt-hour
3662,2023-03,Tennessee,industrial,6.22,cents per kilowatt-hour
3664,2023-03,Tennessee,residential,12.4,cents per kilowatt-hour
3665,2023-03,Tennessee,transportation,0.0,cents per kilowatt-hour
3668,2023-03,Texas,industrial,6.18,cents per kilowatt-hour
3670,2023-03,Texas,residential,14.61,cents per kilowatt-hour
3671,2023-07,Missouri,industrial,8.91,cents per kilowatt-hour
3673,2023-07,Missouri,residential,14.42,cents per kilowatt-hour
3674,2023-07,Missouri,transportation,12.86,cents per kilowatt-hour
3677,2023-07,Montana,industrial,8.29,cents per kilowatt-hour
3679,2023-07,Montana,residential,13.07,cents per kilowatt-hour
3680,2023-07,Montana,transportation,0.0,cents per kilowatt-hour
3683,2023-07,Nebraska,industrial,8.23,cents per kilowatt-hour
3685,2023-07,Nebraska,residential,12.35,cents per kilowatt-hour
3686,2023-07,Nebraska,transportation,0.0,cents per kilowatt-hour
3689,2023-07,Nevada,industrial,12.21,cents per kilowatt-hour
3691,2023-07,Nevada,residential,16.3,cents per kilowatt-hour
3692,2023-07,Nevada,transportation,12.97,cents per kilowatt-hour
3695,2023-07,New Hampshire,industrial,15.28,cents per kilowatt-hour
3697,2023-07,New Hampshire,residential,28.96,cents per kilowatt-hour
3698,2023-07,New Hampshire,transportation,0.0,cents per kilowatt-hour
3701,2023-07,New Jersey,industrial,12.53,cents per kilowatt-hour
3703,2023-07,New Jersey,residential,18.42,cents per kilowatt-hour
3704,2023-07,New Jersey,transportation,12.95,cents per kilowatt-hour
3707,2023-07,New Mexico,industrial,5.73,cents per kilowatt-hour
3709,2023-07,New Mexico,residential,14.39,cents per kilowatt-hour
3710,2023-07,New Mexico,transportation,0.0,cents per kilowatt-hour
3713,2023-07,New York,industrial,7.02,cents per kilowatt-hour
3717,2023-10,Alabama,industrial,7.23,cents per kilowatt-hour
3719,2023-10,Alabama,residential,15.08,cents per kilowatt-hour
3720,2023-10,Alabama,transportation,0.0,cents per kilowatt-hour
3723,2023-10,Alaska,industrial,17.91,cents per kilowatt-hour
3725,2023-10,Alaska,residential,24.04,cents per kilowatt-hour
3726,2023-10,Alaska,transportation,0.0,cents per kilowatt-hour
3729,2023-10,Arizona,industrial,7.79,cents per kilowatt-hour
3731,2023-10,Arizona,residential,14.53,cents per kilowatt-hour
3732,2023-10,Arizona,transportation,10.51,cents per kilowatt-hour
3736,2023-11,Indiana,industrial,7.71,cents per kilowatt-hour
3738,2023-11,Indiana,residential,14.64,cents per kilowatt-hour
3739,2023-11,Indiana,transportation,12.18,cents per kilowatt-hour
3742,2023-11,Iowa,industrial,6.18,cents per kilowatt-hour
3744,2023-11,Iowa,residential,12.91,cents per kilowatt-hour
3745,2023-11,Iowa,transportation,0.0,cents per kilowatt-hour
3748,2023-11,Kansas,industrial,7.26,cents per kilowatt-hour
3750,2023-11,Kansas,residential,13.04,cents per kilowatt-hour
3751,2023-11,Kansas,transportation,0.0,cents per kilowatt-hour
3754,2023-11,Kentucky,industrial,6.37,cents per kilowatt-hour
3756,2023-06,West Virginia,industrial,7.2,cents per kilowatt-hour
3758,2023-06,West Virginia,residential,14.44,cents per kilowatt-hour
3759,2023-06,West Virginia,transportation,0.0,cents per kilowatt-hour
3762,2023-06,Wisconsin,industrial,9.04,cents per kilowatt-hour
3764,2023-06,Wisconsin,residential,17.14,cents per kilowatt-hour
3765,2023-06,Wisconsin,transportation,17.63,cents per kilowatt-hour
3768,2023-06,Wyoming,industrial,7.14,cents per kilowatt-hour
3770,2023-06,Wyoming,residential,12.53,cents per kilowatt-hour
3771,2023-06,Wyoming,transportation,0.0,cents per kilowatt-hour
3774,2023-06,New England,industrial,15.23,cents per kilowatt-hour
3776,2023-06,New England,residential,28.34,cents per kilowatt-hour
3777,2023-06,New England,transportation,11.54,cents per kilowatt-hour
3780,2023-06,Middle Atlantic,industrial,7.81,cents per kilowatt-hour
3782,2023-06,Middle Atlantic,residential,19.57,cents per kilowatt-hour
3783,2023-06,Middle Atlantic,transportation,14.41,cents per kilowatt-hour
3786,2023-06,East North Central,industrial,7.85,cents per kilowatt-hour
3788,2023-06,East North Central,residential,16.37,cents per kilowatt-hour
3789,2023-06,East North Central,transportation,7.33,cents per kilowatt-hour
3792,2023-06,West North Central,industrial,8.61,cents per kilowatt-hour
3794,2023-06,West North Central,residential,14.16,cents per kilowatt-hour
3795,2023-06,West North Central,transportation,11.53,cents per kilowatt-hour
3798,2023-06,South Atlantic,industrial,7.41,cents per kilowatt-hour
3800,2023-06,South Atlantic,residential,14.7,cents per kilowatt-hour
3801,2023-06,South Atlantic,transportation,10.05,cents per kilowatt-hour
3804,2023-06,East South Central,industrial,6.78,cents per kilowatt-hour
3806,2023-06,East South Central,residential,13.24,cents per kilowatt-hour
3807,2023-06,East South Central,transportation,0.0,cents per kilowatt-hour
3810,2023-06,West South Central,industrial,6.4,cents per kilowatt-hour
3812,2023-06,West South Central,residential,13.63,cents per kilowatt-hour
3813,2023-06,West South Central,transportation,7.29,cents per kilowatt-hour
3816,2023-06,Mountain,industrial,8.22,cents per kilowatt-hour
3818,2023-06,Mountain,residential,14.17,cents per kilowatt-hour
3819,2023-06,Mountain,transportation,13.69,cents per kilowatt-hour
3822,2023-06,Pacific Contiguous,industrial,13.58,cents per kilowatt-hour
3824,2023-06,Pacific Contiguous,residential,23.63,cents per kilowatt-hour
3825,2023-06,Pacific Contiguous,transportation,11.66,cents per kilowatt-hour
3828,2023-06,Pacific Noncontiguous,industrial,29.59,cents per kilowatt-hour
3830,2023-06,Pacific Noncontiguous,residential,35.02,cents per kilowatt-hour
3832,2023-11,Maryland,industrial,10.26,cents per kilowatt-hour
3834,2023-11,Maryland,residential,17.38,cents per kilowatt-hour
3835,2023-11,Maryland,transportation,11.71,cents per kilowatt-hour
3838,2023-11,Massachusetts,industrial,17.67,cents per kilowatt-hour
3840,2023-11,Massachusetts,residential,28.41,cents per kilowatt-hour
3841,2023-11,Massachusetts,transportation,6.6,cents per kilowatt-hour
3844,2023-11,Michigan,industrial,8.52,cents per kilowatt-hour
3846,2023-11,Michigan,residential,18.59,cents per kilowatt-hour
3847,2023-11,Michigan,transportation,14.35,cents per kilowatt-hour
3850,2023-11,Minnesota,industrial,8.61,cents per kilowatt-hour
3852,2023-11,Minnesota,residential,14.52,cents per kilowatt-hour
3853,2023-11,Minnesota,transportation,12.34,cents per kilowatt-hour
3856,2023-11,Mississippi,industrial,6.66,cents per kilowatt-hour
3858,2023-11,Mississippi,residential,13.5,cents per kilowatt-hour
3859,2023-11,Mississippi,transportation,0.0,cents per kilowatt-hour
3862,2023-11,Missouri,industrial,7.24,cents per kilowatt-hour
3864,2023-11,Missouri,residential,11.98,cents per kilowatt-hour
3865,2023-11,Missouri,transportation,8.97,cents per kilowatt-hour
3868,2023-11,Montana,industrial,7.6,cents per kilowatt-hour
3870,2023-11,Montana,residential,12.58,cents per kilowatt-hour
3871,2023-11,Montana,transportation,0.0,cents per kilowatt-hour
3874,2023-11,Nebraska,industrial,7.26,cents per kilowatt-hour
3876,2023-11,Nebraska,residential,11.26,cents per kilowatt-hour
3877,2023-11,Nebraska,transportation,0.0,cents per kilowatt-hour
3880,2023-11,Nevada,industrial,8.75,cents per kilowatt-hour
3882,2023-11,Nevada,residential,17.11,cents per kilowatt-hour
3883,2023-11,Nevada,transportation,12.21,cents per kilowatt-hour
3886,2023-09,Delaware,industrial,7.84,cents per kilowatt-hour
3888,2023-09,Delaware,residential,15.81,cents per kilowatt-hour
3889,2023-09,Delaware,transportation,0.0,cents per kilowatt-hour
3892,2023-09,District of Columbia,industrial,10.5,cents per kilowatt-hour
3894,2023-09,District of Columbia,residential,16.29,cents per kilowatt-hour
3895,2023-09,District of Columbia,transportation,9.21,cents per kilowatt-hour
3898,2023-09,Florida,industrial,9.28,cents per kilowatt-hour
3900,2023-02,Rhode Island,transportation,15.84,cents per kilowatt-hour
3903,2023-02,South Carolina,industrial,6.45,cents per kilowatt-hour
3905,2023-02,South Carolina,residential,14.06,cents per kilowatt-hour
3906,2023-02,South Carolina,transportation,0.0,cents per kilowatt-hour
3909,2023-02,South Dakota,industrial,7.81,cents per kilowatt-hour
3911,2023-02,South Dakota,residential,11.46,cents per kilowatt-hour
3912,2023-02,South Dakota,transportation,0.0,cents per kilowatt-hour
3915,2023-02,Tennessee,industrial,6.74,cents per kilowatt-hour
3917,2023-02,Tennessee,residential,12.54,cents per kilowatt-hour
3918,2023-02,Tennessee,transportation,0.0,cents per kilowatt-hour
3921,2023-02,Texas,industrial,6.32,cents per kilowatt-hour
3923,2023-02,Texas,residential,14.72,cents per kilowatt-hour
3924,2023-02,Texas,transportation,6.99,cents per kilowatt-hour
3927,2023-11,Rhode Island,industrial,18.54,cents per kilowatt-hour
3929,2023-11,Rhode Island,residential,29.78,cents per kilowatt-hour
3930,2023-11,Rhode Island,transportation,16.52,cents per kilowatt-hour
3933,2023-11,South Carolina,industrial,6.34,cents per kilowatt-hour
3935,2023-11,South Carolina,residential,13.76,cents per kilowatt-hour
3936,2023-11,South Carolina,transportation,0.0,cents per kilowatt-hour
3939,2023-11,South Dakota,industrial,7.87,cents per kilowatt-hour
3941,2023-11,South Dakota,residential,12.21,cents per kilowatt-hour
3942,2023-11,South Dakota,transportation,0.0,cents per kilowatt-hour
3945,2023-11,Tennessee,industrial,6.06,cents per kilowatt-hour
3947,2023-11,Tennessee,residential,12.6,cents per kilowatt-hour
3948,2023-11,Tennessee,transportation,0.0,cents per kilowatt-hour
3951,2023-11,Texas,industrial,6.07,cents per kilowatt-hour
3953,2023-11,Texas,residential,14.79,cents per kilowatt-hour
3954,2023-11,Texas,transportation,7.6,cents per kilowatt-hour
3957,2023-11,Utah,industrial,6.6,cents per kilowatt-hour
3959,2023-11,Utah,residential,11.05,cents per kilowatt-hour
3960,2023-11,Utah,transportation,12.16,cents per kilowatt-hour
3965,2024-01,Alabama,industrial,7.14,cents per kilowatt-hour
3967,2024-01,Alabama,residential,14.4,cents per kilowatt-hour
3968,2024-01,Alabama,transportation,0.0,cents per kilowatt-hour
3971,2024-01,Alaska,industrial,19.12,cents per kilowatt-hour
3973,2024-01,Alaska,residential,23.78,cents per kilowatt-hour
3974,2024-01,Alaska,transportation,0.0,cents per kilowatt-hour
3977,2023-11,Vermont,industrial,10.98,cents per kilowatt-hour
3979,2023-11,Vermont,residential,21.57,cents per kilowatt-hour
3980,2023-11,Vermont,transportation,0.0,cents per kilowatt-hour
3983,2023-11,Virginia,industrial,8.88,cents per kilowatt-hour
3985,2023-11,Virginia,residential,13.93,cents per kilowatt-hour
3986,2023-11,Virginia,transportation,9.97,cents per kilowatt-hour
3989,2023-11,Washington,industrial,6.27,cents per kilowatt-hour
3991,2023-11,Washington,residential,11.07,cents per kilowatt-hour
3992,2023-11,Washington,transportation,10.02,cents per kilowatt-hour
3994,2024-01,Arizona,industrial,7.68,cents per kilowatt-hour
3996,2024-01,Arizona,residential,14.11,cents per kilowatt-hour
3997,2024-01,Arizona,transportation,9.95,cents per kilowatt-hour
4000,2024-01,Arkansas,industrial,7.08,cents per kilowatt-hour
4002,2024-01,Arkansas,residential,11.24,cents per kilowatt-hour
4003,2024-01,Arkansas,transportation,12.7,cents per kilowatt-hour
4006,2024-01,California,industrial,18.03,cents per kilowatt-hour
4008,2024-01,California,residential,29.49,cents per kilowatt-hour
4009,2024-01,California,transportation,17.06,cents per kilowatt-hour
4012,2024-01,Colorado,industrial,8.27,cents per kilowatt-hour
4014,2024-01,Colorado,residential,14.26,cents per kilowatt-hour
4015,2024-01,Colorado,transportation,9.99,cents per kilowatt-hour
4018,2024-01,Connecticut,industrial,16.56,cents per kilowatt-hour
4020,2024-01,Connecticut,residential,27.4,cents per kilowatt-hour
4021,2024-01,Connecticut,transportation,18.36,cents per kilowatt-hour
4024,2024-01,Delaware,industrial,8.53,cents per kilowatt-hour
4026,2024-01,Delaware,residential,15.59,cents per kilowatt-hour
4027,2024-01,Delaware,transportation,0.0,cents per kilowatt-hour
4030,2024-01,District of Columbia,industrial,11.02,cents per kilowatt-hour
4032,2024-01,District of Columbia,residential,16.89,cents per kilowatt-hour
4033,2024-01,District of Columbia,transportation,9.86,cents per kilowatt-hour
4036,2024-01,Florida,industrial,9.15,cents per kilowatt-hour
4038,2024-01,Florida,residential,14.79,cents per kilowatt-hour
4039,2024-01,Florida,transportation,11.82,cents per kilowatt-hour
4042,2024-01,Georgia,industrial,8.0,cents per kilowatt-hour
4044,2024-01,Georgia,residential,12.34,cents per kilowatt-hour
4045,2024-01,Georgia,transportation,6.29,cents per kilowatt-hour
4048,2024-01,Hawaii,industrial,37.68,cents per kilowatt-hour
4050,2024-01,Hawaii,residential,44.28,cents per kilowatt-hour
4051,2024-01,Hawaii,transportation,0.0,cents per kilowatt-hour
4054,2024-01,Idaho,industrial,6.78,cents per kilowatt-hour
4056,2024-01,Idaho,residential,10.79,cents per kilowatt-hour
4057,2024-01,Idaho,transportation,0.0,cents per kilowatt-hour
4060,2024-01,Illinois,industrial,8.86,cents per kilowatt-hour
4062,2024-01,Illinois,residential,15.03,cents per kilowatt-hour
4063,2024-01,Illinois,transportation,10.41,cents per kilowatt-hour
4066,2023-12,West Virginia,industrial,7.05,cents per kilowatt-hour
4068,2023-12,West Virginia,residential,13.35,cents per kilowatt-hour
4069,2023-12,West Virginia,transportation,0.0,cents per kilowatt-hour
4072,2023-12,Wisconsin,industrial,8.28,cents per kilowatt-hour
4074,2023-12,Wisconsin,residential,16.58,cents per kilowatt-hour
4075,2023-12,Wisconsin,transportation,17.48,cents per kilowatt-hour
4078,2023-12,Wyoming,industrial,7.05,cents per kilowatt-hour
4080,2023-12,Wyoming,residential,11.32,cents per kilowatt-hour
4081,2023-12,Wyoming,transportation,0.0,cents per kilowatt-hour
4084,2023-12,New England,industrial,16.21,cents per kilowatt-hour
4086,2023-12,New England,residential,27.52,cents per kilowatt-hour
4087,2023-12,New England,transportation,12.72,cents per kilowatt-hour
4090,2023-12,Middle Atlantic,industrial,7.76,cents per kilowatt-hour
4092,2023-12,Middle Atlantic,residential,19.36,cents per kilowatt-hour
4093,2023-12,Middle Atlantic,transportation,13.77,cents per kilowatt-hour
4096,2023-12,East North Central,industrial,7.72,cents per kilowatt-hour
4098,2023-12,East North Central,residential,15.93,cents per kilowatt-hour
4099,2023-12,East North Central,transportation,7.43,cents per kilowatt-hour
4102,2023-12,West North Central,industrial,7.16,cents per kilowatt-hour
4104,2023-12,West North Central,residential,12.06,cents per kilowatt-hour
4105,2023-12,West North Central,transportation,9.58,cents per kilowatt-hour
4109,2024-01,Indiana,industrial,8.24,cents per kilowatt-hour
4112,2023-12,South Atlantic,industrial,7.47,cents per kilowatt-hour
4114,2023-12,South Atlantic,residential,14.14,cents per kilowatt-hour
4115,2023-12,South Atlantic,transportation,10.25,cents per kilowatt-hour
4118,2023-12,East South Central,industrial,6.51,cents per kilowatt-hour
4120,2023-12,East South Central,residential,12.86,cents per kilowatt-hour
4121,2023-12,East South Central,transportation,0.0,cents per kilowatt-hour
4124,2023-12,West South Central,industrial,5.8,cents per kilowatt-hour
4126,2023-12,West South Central,residential,13.48,cents per kilowatt-hour
4127,2023-12,West South Central,transportation,9.11,cents per kilowatt-hour
4130,2023-12,Mountain,industrial,7.15,cents per kilowatt-hour
4132,2023-12,Mountain,residential,13.44,cents per kilowatt-hour
4133,2023-12,Mountain,transportation,12.12,cents per kilowatt-hour
4136,2023-12,Pacific Contiguous,industrial,12.61,cents per kilowatt-hour
4138,2023-12,Pacific Contiguous,residential,20.7,cents per kilowatt-hour
4139,2023-12,Pacific Contiguous,transportation,12.54,cents per kilowatt-hour
4142,2023-12,Pacific Noncontiguous,industrial,31.04,cents per kilowatt-hour
4144,2023-12,Pacific Noncontiguous,residential,33.46,cents per kilowatt-hour
4145,2023-12,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
4148,2023-12,U.S. Total,industrial,7.61,cents per kilowatt-hour
4150,2023-12,U.S. Total,residential,15.69,cents per kilowatt-hour
4151,2023-12,U.S. Total,transportation,12.34,cents per kilowatt-hour
4154,2023-06,Virginia,industrial,8.84,cents per kilowatt-hour
4156,2023-06,Virginia,residential,15.13,cents per kilowatt-hour
4157,2023-06,Virginia,transportation,10.49,cents per kilowatt-hour
4160,2023-06,Washington,industrial,6.15,cents per kilowatt-hour
4162,2023-06,Washington,residential,11.21,cents per kilowatt-hour
4163,2023-06,Washington,transportation,9.95,cents per kilowatt-hour
4166,2023-01,South Atlantic,transportation,10.66,cents per kilowatt-hour
4169,2023-01,East South Central,industrial,6.98,cents per kilowatt-hour
4171,2023-01,East South Central,residential,12.95,cents per kilowatt-hour
4172,2023-01,East South Central,transportation,0.0,cents per kilowatt-hour
4175,2023-01,West South Central,industrial,6.62,cents per kilowatt-hour
4177,2023-01,West South Central,residential,13.38,cents per kilowatt-hour
4178,2023-01,West South Central,transportation,7.3,cents per kilowatt-hour
4181,2023-01,Mountain,industrial,8.05,cents per kilowatt-hour
4183,2023-01,Mountain,residential,12.81,cents per kilowatt-hour
4184,2023-01,Mountain,transportation,12.29,cents per kilowatt-hour
4187,2023-01,Pacific Contiguous,industrial,12.07,cents per kilowatt-hour
4189,2023-01,Pacific Contiguous,residential,19.48,cents per kilowatt-hour
4190,2023-01,Pacific Contiguous,transportation,11.43,cents per kilowatt-hour
4193,2023-01,Pacific Noncontiguous,industrial,33.35,cents per kilowatt-hour
4195,2023-01,Pacific Noncontiguous,residential,33.38,cents per kilowatt-hour
4196,2023-01,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
4199,2023-01,U.S. Total,industrial,8.18,cents per kilowatt-hour
4201,2023-01,U.S. Total,residential,15.47,cents per kilowatt-hour
4202,2023-01,U.S. Total,transportation,12.54,cents per kilowatt-hour
4205,2023-02,Alabama,industrial,7.14,cents per kilowatt-hour
4207,2023-02,Alabama,residential,15.34,cents per kilowatt-hour
4208,2023-02,Alabama,transportation,0.0,cents per kilowatt-hour
4211,2023-02,Alaska,industrial,20.17,cents per kilowatt-hour
4213,2023-02,Alaska,residential,22.92,cents per kilowatt-hour
4214,2023-02,Alaska,transportation,0.0,cents per kilowatt-hour
4217,2023-02,Arizona,industrial,7.67,cents per kilowatt-hour
4219,2023-02,Arizona,residential,13.12,cents per kilowatt-hour
4220,2023-02,Arizona,transportation,8.88,cents per kilowatt-hour
4223,2023-02,Arkansas,industrial,6.96,cents per kilowatt-hour
